nieuw nieuw;0,003862701821430862
waardeer artikelen;0,0007949088382814614
artikelen volg;0,0007949088382814614
volg artikel;0,0007949088382814614
bill gates;0,000776019722377468
nieuw geopend;0,0006329309477953685
dagelijkse standaard;0,0006327189216737503
nieuw geopendmeerklik;0,0004438006941642081
geopendmeerklik nieuw;0,0004438006941642081
nieuw pocket;0,0004438006941642081
pocket nieuw;0,0004438006941642081
this article;0,00038907191563083656
lees eerst;0,0003763879304936955
wilt reageren;0,00037451535372507014
reageren forum;0,00037451535372507014
forum lees;0,00037451535372507014
eerst siteregelsgeloofsdiscussies;0,00037451535372507014
siteregelsgeloofsdiscussies geloofsforum;0,00037451535372507014
geloofsforum nodig;0,00037451535372507014
nodig gesprekspartner;0,00037451535372507014
gesprekspartner geloofsforum;0,00037451535372507014
geloofsforum verder;0,00037451535372507014
indien wilt;0,00035953473957606733
verder pratenshare;0,0003511081441172533
pratenshare this;0,0003511081441172533
wout willemsen;0,0003389363951211885
stichting vaccinvrij;0,0003295735112780617
decentrale sociale;0,0003248920693564984
engelbart engelbart;0,000288376822368304
engelbart journalist;0,000288376822368304
hoofdredacteur dagelijkse;0,000288376822368304
social media;0,0002874554773959431
journalist hoofdredacteur;0,0002866806133953585
farmaceutische industrie;0,00027229849545126034
mainstream media;0,00027221223538743207
corona virus;0,0002548993339006292
corona pandemie;0,0002307153364582162
sociale media;0,00020388685139433418
mensen lezen;0,00019109101429762572
deel bericht;0,00019100283039978578
vrienden kennissen;0,00019011906758737473
lezen deel;0,0001900665420154731
bericht vrienden;0,00018913025363116043
kennissen familieklik;0,00018913025363116043
familieklik nieuw;0,00018913025363116043
nieuw emailen;0,00018913025363116043
emailen vriend;0,00018913025363116043
vriend nieuw;0,00018913025363116043
belangrijk mensen;0,00018407536120425072
vind belangrijk;0,0001839703100604474
artsen wetenschappers;0,00018232855049341522
social distancing;0,00018141830126498277
mexicaanse griep;0,0001776095264119019
vaccinvrij gmail;0,00017602221625078298
willemsen wout;0,00017040448594490693
willemsen redacteuropinieblogger;0,00016946819756059425
redacteuropinieblogger dagelijkse;0,00016946819756059425
standaard volg;0,00016946819756059425
volg woutwillemsen;0,00016946819756059425
ouders artsen;0,00016946819756059425
zero hedge;0,0001675956207919689
onze kinderen;0,00016466098958124102
sociale netwerken;0,00016224244217961266
kenneth steffers;0,00016104160210178017
media vind;0,0001598932875958493
nieuwe sociale;0,00015870931476398014
hotline lezers;0,00015823273694884213
nodig uitleg;0,00015823273694884213
actief deel;0,00015802071082722394
schrijf drie;0,00015729644856452945
edities jaar;0,00015729644856452945
lezers grote;0,00015729644856452945
waarde steeds;0,00015729644856452945
steeds censuur;0,00015729644856452945
censuur komt;0,00015729644856452945
internet nieuwe;0,00015729644856452945
media netwerken;0,00015729644856452945
netwerken ondersteunt;0,00015729644856452945
ondersteunt opbouw;0,00015729644856452945
opbouw decentrale;0,00015729644856452945
netwerken nemen;0,00015729644856452945
nemen actief;0,00015729644856452945
deel micro;0,00015729644856452945
micro postings;0,00015729644856452945
postings server;0,00015729644856452945
server mastodonsocial;0,00015729644856452945
mastodonsocial adres;0,00015729644856452945
adres transitiewebmastodonsocial;0,00015729644856452945
transitiewebmastodonsocial postings;0,00015729644856452945
postings zien;0,00015729644856452945
zien account;0,00015729644856452945
account nodig;0,00015729644856452945
uitleg decentrale;0,00015729644856452945
vier edities;0,00015708442244291126
komt internet;0,00015708442244291126
grote waarde;0,00015547639736780575
vind nieuw;0,00015542387179590412
vaccinvrij opgroeien;0,0001516787182586534
fact checkers;0,0001516787182586534
vaccinvrij ouders;0,00015074242987434073
ontwikkelingen rond;-0,000573054081162048
laatste ontwikkelingen;-0,0005695734793183171
vorige week;-0,0005647141930272035
rond virus;-0,0005553677291698988
griepachtige klachten;-0,0005507913383921388
verspreidt vooral;-0,0005497837333559494
coronavirus kort;-0,0005488474449716368
milde griepachtige;-0,0005340412747843023
meeste patinten;-0,0005337054064389058
patinten milde;-0,0005304893562886948
liveblog coronavirus;-0,0005147994232889492
lees welke;-0,0004872360274785854
coronavirus verspreidt;-0,0004865662146218041
kort coronavirus;-0,0004857518446272581
nies hoestdruppeltjes;-0,0004857518446272581
virus liveblog;-0,0004297769485200577
twee weken;-0,0004297041552943106
vorig jaar;-0,00038767238147602024
vooral nies;-0,00038270714952082094
aantal besmettingen;-0,00037270715799911033
miljoen euro;-0,00034688627797141767
miljard euro;-0,00034404175449254137
meter afstand;-0,00034135525498951117
engels pools;-0,00032397591383258415
intensive care;-0,0003160880409308678
uitbraak dammen;-0,00030637774573827494
afstand houden;-0,0003058134312854382
welke regels;-0,0003055296412518022
pools turks;-0,00030404545840047493
dammen maatregelen;-0,00030383343227885674
geven overzicht;-0,00030362140615723855
vertaald arabisch;-0,00030362140615723855
arabisch engels;-0,00030362140615723855
kunt thuis;-0,0003034093800356204
thuis bent;-0,0003032330122399405
maatregelen vertaald;-0,0003031973539140022
alle betrouwbare;-0,0003031973539140022
hoestdruppeltjes meeste;-0,00030298532779238403
symptomen lees;-0,00030298532779238403
turks onze;-0,00030298532779238403
onze coronagids;-0,00030298532779238403
coronagids geven;-0,00030298532779238403
klachten symptomen;-0,00030289714389454406
regels uitbraak;-0,00030226106552968954
overzicht alle;-0,00030169630381671154
informatie kunt;-0,000298727938114057
betrouwbare informatie;-0,00029641444185623194
twee drie;-0,00027514628454457186
positieve tests;-0,000256305846544457
sterfgevallen betreffen;-0,00024637435332032904
klachten bijna;-0,00024565009105763456
alle sterfgevallen;-0,00023937941514094063
persoon besmet;-0,00023579183831939487
nieuwe besmettingen;-0,00023577157066554947
aantal nieuwe;-0,00023288369352468842
geinfecteerde persoon;-0,0002325401298432455
gemiddeld twee;-0,00022423545277419805
drie anderen;-0,000220542824808849
verreweg meeste;-0,00021815993573315895
bijna alle;-0,00021188201174055974
besmet gemiddeld;-0,000206849310801507
volgend jaar;-0,00020334651746991913
verspreiding coronavirus;-0,00019784685788578647
afgelopen week;-0,0001954528730661679
weer open;-0,00019517677836857844
verenigd koninkrijk;-0,00019408291326856084
premier mark;-0,00019335287950383149
volg laatste;-0,00018509880417267408
voorzorgsmaatregelen nemen;-0,00018449838413375782
iedereen maatregelen;-0,00018352643742350686
zoals deurklinken;-0,0001834025951997286
oppervlakken zoals;-0,00018297854295649225
maatregelen naleeft;-0,00018297854295649225
welke voorzorgsmaatregelen;-0,00018297854295649225
betreffen ouderen;-0,00018276651683487406
hart long;-0,00018276651683487406
long diabetespatinten;-0,00018276651683487406
diabetespatinten iedereen;-0,00018276651683487406
naleeft verkleint;-0,00018276651683487406
verkleint risicos;-0,00018276651683487406
risicos lees;-0,00018276651683487406
zoals hart;-0,00018186588677649966
mens mens;-0,00018130304889753333
uitbraak coronavirus;-0,00017667605638188323
drie maanden;-0,00017265140773916097
positief getest;-0,0001696382118006512
zegt woordvoerder;-0,0001664592965502489
verenigde staten;-0,0001651128700209223
jonge volksgezondheid;-0,00016331456305191443
mark rutte;-0,00015773101449810623
voorzorgsmaatregelen nodig;-0,0001552031210245102
nodig dammen;-0,0001552031210245102
anderen voorzorgsmaatregelen;-0,00015499109490289204
dammen verreweg;-0,00015499109490289204
tweede kwartaal;-0,00014472758100139092
vanwege coronavirus;-0,00014165416415493304
vorige maand;-0,0001411231369338818
volgende week;-0,00013849448724464688
openbaar vervoer;-0,0001334097079938337
drie weken;-0,00013089528135831898
